date,Press_mm_hg
2016-01-12 12:00:00,743.5
2016-01-12 12:10:00,743.5
2016-01-12 12:20:00,743.5
2016-01-12 12:30:00,743.5
2016-01-12 12:40:00,743.5
2016-01-12 12:50:00,743.5
2016-01-12 13:00:00,743.5
2016-01-12 13:10:00,743.5
2016-01-12 13:20:00,743.5
2016-01-12 13:30:00,743.5
2016-01-12 13:40:00,743.5
2016-01-12 13:50:00,743.5
2016-01-12 14:00:00,743.5
2016-01-12 14:10:00,743.5499999999998
2016-01-12 14:20:00,743.6
2016-01-12 14:30:00,743.65
2016-01-12 14:40:00,743.7
2016-01-12 14:50:00,743.75
2016-01-12 15:00:00,743.7999999999998
2016-01-12 15:10:00,743.8166666666668
2016-01-12 15:20:00,743.8333333333329
2016-01-12 15:30:00,743.85
2016-01-12 15:40:00,743.866666666667
2016-01-12 15:50:00,743.8833333333331
2016-01-12 16:00:00,743.9
2016-01-12 16:10:00,743.95
2016-01-12 16:20:00,744.0
2016-01-12 16:30:00,744.0499999999998
2016-01-12 16:40:00,744.1
2016-01-12 16:50:00,744.15
2016-01-12 17:00:00,744.2
2016-01-12 17:10:00,744.283333333333
2016-01-12 17:20:00,744.366666666667
2016-01-12 17:30:00,744.45
2016-01-12 17:40:00,744.533333333333
2016-01-12 17:50:00,744.616666666667
2016-01-12 18:00:00,744.7
2016-01-12 18:10:00,744.75
2016-01-12 18:20:00,744.7999999999998
2016-01-12 18:30:00,744.85
2016-01-12 18:40:00,744.9
2016-01-12 18:50:00,744.95
2016-01-12 19:00:00,745.0
2016-01-12 19:10:00,745.033333333333
2016-01-12 19:20:00,745.0666666666668
2016-01-12 19:30:00,745.1
2016-01-12 19:40:00,745.1333333333331
2016-01-12 19:50:00,745.1666666666669
2016-01-12 20:00:00,745.2
2016-01-12 20:10:00,745.3166666666668
2016-01-12 20:20:00,745.4333333333329
2016-01-12 20:30:00,745.5499999999998
2016-01-12 20:40:00,745.6666666666669
2016-01-12 20:50:00,745.783333333333
2016-01-12 21:00:00,745.9
2016-01-12 21:10:00,745.95
2016-01-12 21:20:00,746.0
2016-01-12 21:30:00,746.0499999999998
2016-01-12 21:40:00,746.1
2016-01-12 21:50:00,746.15
2016-01-12 22:00:00,746.2
2016-01-12 22:10:00,746.266666666667
2016-01-12 22:20:00,746.3333333333329
2016-01-12 22:30:00,746.4
2016-01-12 22:40:00,746.466666666667
2016-01-12 22:50:00,746.533333333333
2016-01-12 23:00:00,746.6
2016-01-12 23:10:00,746.733333333333
2016-01-12 23:20:00,746.866666666667
2016-01-12 23:30:00,747.0
2016-01-12 23:40:00,747.1333333333331
2016-01-12 23:50:00,747.266666666667
2016-01-13 00:00:00,747.4
2016-01-13 00:10:00,747.533333333333
2016-01-13 00:20:00,747.6666666666669
2016-01-13 00:30:00,747.7999999999998
2016-01-13 00:40:00,747.9333333333329
2016-01-13 00:50:00,748.0666666666668
2016-01-13 01:00:00,748.2
2016-01-13 01:10:00,748.3166666666668
2016-01-13 01:20:00,748.4333333333329
2016-01-13 01:30:00,748.5499999999998
2016-01-13 01:40:00,748.6666666666669
2016-01-13 01:50:00,748.783333333333
2016-01-13 02:00:00,748.9
2016-01-13 02:10:00,749.0833333333329
2016-01-13 02:20:00,749.266666666667
2016-01-13 02:30:00,749.45
2016-01-13 02:40:00,749.6333333333331
2016-01-13 02:50:00,749.8166666666668
2016-01-13 03:00:00,750.0
2016-01-13 03:10:00,750.2
2016-01-13 03:20:00,750.4
2016-01-13 03:30:00,750.6
2016-01-13 03:40:00,750.7999999999998
2016-01-13 03:50:00,751.0
2016-01-13 04:00:00,751.2
2016-01-13 04:10:00,751.3166666666668
2016-01-13 04:20:00,751.4333333333329
2016-01-13 04:30:00,751.5499999999998
2016-01-13 04:40:00,751.6666666666669
2016-01-13 04:50:00,751.783333333333
2016-01-13 05:00:00,751.9
2016-01-13 05:10:00,752.0499999999998
2016-01-13 05:20:00,752.2
2016-01-13 05:30:00,752.35
2016-01-13 05:40:00,752.5
2016-01-13 05:50:00,752.65
2016-01-13 06:00:00,752.7999999999998
2016-01-13 06:10:00,752.983333333333
2016-01-13 06:20:00,753.1666666666669
2016-01-13 06:30:00,753.35
2016-01-13 06:40:00,753.533333333333
2016-01-13 06:50:00,753.716666666667
2016-01-13 07:00:00,753.9
2016-01-13 07:10:00,753.966666666667
2016-01-13 07:20:00,754.033333333333
2016-01-13 07:30:00,754.1
2016-01-13 07:40:00,754.1666666666669
2016-01-13 07:50:00,754.233333333333
2016-01-13 08:00:00,754.2999999999998
2016-01-13 08:10:00,754.45
2016-01-13 08:20:00,754.6
2016-01-13 08:30:00,754.75
2016-01-13 08:40:00,754.9
2016-01-13 08:50:00,755.0499999999998
2016-01-13 09:00:00,755.2
2016-01-13 09:10:00,755.3166666666668
2016-01-13 09:20:00,755.4333333333329
2016-01-13 09:30:00,755.5499999999998
2016-01-13 09:40:00,755.6666666666669
2016-01-13 09:50:00,755.783333333333
2016-01-13 10:00:00,755.9
2016-01-13 10:10:00,756.033333333333
2016-01-13 10:20:00,756.1666666666669
2016-01-13 10:30:00,756.2999999999998
2016-01-13 10:40:00,756.4333333333329
2016-01-13 10:50:00,756.5666666666668
2016-01-13 11:00:00,756.7
2016-01-13 11:10:00,756.783333333333
2016-01-13 11:20:00,756.866666666667
2016-01-13 11:30:00,756.95
2016-01-13 11:40:00,757.033333333333
2016-01-13 11:50:00,757.116666666667
2016-01-13 12:00:00,757.2
2016-01-13 12:10:00,757.283333333333
2016-01-13 12:20:00,757.366666666667
2016-01-13 12:30:00,757.45
2016-01-13 12:40:00,757.533333333333
2016-01-13 12:50:00,757.616666666667
2016-01-13 13:00:00,757.7
2016-01-13 13:10:00,757.6833333333329
2016-01-13 13:20:00,757.6666666666669
2016-01-13 13:30:00,757.65
2016-01-13 13:40:00,757.6333333333331
2016-01-13 13:50:00,757.616666666667
2016-01-13 14:00:00,757.6
2016-01-13 14:10:00,757.5499999999998
2016-01-13 14:20:00,757.5
2016-01-13 14:30:00,757.45
2016-01-13 14:40:00,757.4
2016-01-13 14:50:00,757.35
2016-01-13 15:00:00,757.2999999999998
2016-01-13 15:10:00,757.3166666666668
2016-01-13 15:20:00,757.3333333333329
2016-01-13 15:30:00,757.35
2016-01-13 15:40:00,757.366666666667
2016-01-13 15:50:00,757.3833333333331
2016-01-13 16:00:00,757.4
2016-01-13 16:10:00,757.3833333333331
2016-01-13 16:20:00,757.366666666667
2016-01-13 16:30:00,757.35
2016-01-13 16:40:00,757.3333333333329
2016-01-13 16:50:00,757.3166666666668
2016-01-13 17:00:00,757.2999999999998
2016-01-13 17:10:00,757.2999999999998
2016-01-13 17:20:00,757.2999999999998
2016-01-13 17:30:00,757.2999999999998
2016-01-13 17:40:00,757.2999999999998
2016-01-13 17:50:00,757.2999999999998
2016-01-13 18:00:00,757.2999999999998
2016-01-13 18:10:00,757.2999999999998
2016-01-13 18:20:00,757.2999999999998
2016-01-13 18:30:00,757.2999999999998
2016-01-13 18:40:00,757.2999999999998
2016-01-13 18:50:00,757.2999999999998
2016-01-13 19:00:00,757.2999999999998
2016-01-13 19:10:00,757.233333333333
2016-01-13 19:20:00,757.1666666666669
2016-01-13 19:30:00,757.1
2016-01-13 19:40:00,757.033333333333
2016-01-13 19:50:00,756.966666666667
2016-01-13 20:00:00,756.9
2016-01-13 20:10:00,756.9
2016-01-13 20:20:00,756.9
2016-01-13 20:30:00,756.9
2016-01-13 20:40:00,756.9
2016-01-13 20:50:00,756.9
2016-01-13 21:00:00,756.9
2016-01-13 21:10:00,756.8166666666668
2016-01-13 21:20:00,756.733333333333
2016-01-13 21:30:00,756.65
2016-01-13 21:40:00,756.5666666666668
2016-01-13 21:50:00,756.483333333333
2016-01-13 22:00:00,756.4
2016-01-13 22:10:00,756.3166666666668
2016-01-13 22:20:00,756.233333333333
2016-01-13 22:30:00,756.15
2016-01-13 22:40:00,756.0666666666668
2016-01-13 22:50:00,755.983333333333
2016-01-13 23:00:00,755.9
2016-01-13 23:10:00,755.8333333333329
2016-01-13 23:20:00,755.766666666667
2016-01-13 23:30:00,755.7
2016-01-13 23:40:00,755.6333333333331
2016-01-13 23:50:00,755.5666666666668
2016-01-14 00:00:00,755.5
2016-01-14 00:10:00,755.366666666667
2016-01-14 00:20:00,755.233333333333
2016-01-14 00:30:00,755.1
2016-01-14 00:40:00,754.966666666667
2016-01-14 00:50:00,754.8333333333329
2016-01-14 01:00:00,754.7
2016-01-14 01:10:00,754.5666666666668
2016-01-14 01:20:00,754.4333333333329
2016-01-14 01:30:00,754.2999999999998
2016-01-14 01:40:00,754.1666666666669
2016-01-14 01:50:00,754.033333333333
2016-01-14 02:00:00,753.9
2016-01-14 02:10:00,753.733333333333
2016-01-14 02:20:00,753.5666666666668
2016-01-14 02:30:00,753.4
2016-01-14 02:40:00,753.233333333333
2016-01-14 02:50:00,753.0666666666668
2016-01-14 03:00:00,752.9
2016-01-14 03:10:00,752.766666666667
2016-01-14 03:20:00,752.6333333333331
2016-01-14 03:30:00,752.5
2016-01-14 03:40:00,752.366666666667
2016-01-14 03:50:00,752.233333333333
2016-01-14 04:00:00,752.1
2016-01-14 04:10:00,751.9166666666669
2016-01-14 04:20:00,751.733333333333
2016-01-14 04:30:00,751.5499999999998
2016-01-14 04:40:00,751.366666666667
2016-01-14 04:50:00,751.1833333333329
2016-01-14 05:00:00,751.0
2016-01-14 05:10:00,750.866666666667
2016-01-14 05:20:00,750.733333333333
2016-01-14 05:30:00,750.6
2016-01-14 05:40:00,750.466666666667
2016-01-14 05:50:00,750.3333333333329
2016-01-14 06:00:00,750.2
2016-01-14 06:10:00,750.0833333333329
2016-01-14 06:20:00,749.966666666667
2016-01-14 06:30:00,749.85
2016-01-14 06:40:00,749.733333333333
2016-01-14 06:50:00,749.616666666667
2016-01-14 07:00:00,749.5
2016-01-14 07:10:00,749.4
2016-01-14 07:20:00,749.2999999999998
2016-01-14 07:30:00,749.2
2016-01-14 07:40:00,749.1
2016-01-14 07:50:00,749.0
2016-01-14 08:00:00,748.9
2016-01-14 08:10:00,749.0
2016-01-14 08:20:00,749.1
2016-01-14 08:30:00,749.2
2016-01-14 08:40:00,749.2999999999998
2016-01-14 08:50:00,749.4
2016-01-14 09:00:00,749.5
2016-01-14 09:10:00,749.366666666667
2016-01-14 09:20:00,749.233333333333
2016-01-14 09:30:00,749.1
2016-01-14 09:40:00,748.966666666667
2016-01-14 09:50:00,748.8333333333329
2016-01-14 10:00:00,748.7
2016-01-14 10:10:00,748.733333333333
2016-01-14 10:20:00,748.766666666667
2016-01-14 10:30:00,748.7999999999998
2016-01-14 10:40:00,748.8333333333329
2016-01-14 10:50:00,748.866666666667
2016-01-14 11:00:00,748.9
2016-01-14 11:10:00,748.85
2016-01-14 11:20:00,748.7999999999998
2016-01-14 11:30:00,748.75
2016-01-14 11:40:00,748.7
2016-01-14 11:50:00,748.65
2016-01-14 12:00:00,748.6
2016-01-14 12:10:00,748.5499999999998
2016-01-14 12:20:00,748.5
2016-01-14 12:30:00,748.45
2016-01-14 12:40:00,748.4
2016-01-14 12:50:00,748.35
2016-01-14 13:00:00,748.2999999999998
2016-01-14 13:10:00,748.216666666667
2016-01-14 13:20:00,748.1333333333331
2016-01-14 13:30:00,748.0499999999998
2016-01-14 13:40:00,747.966666666667
2016-01-14 13:50:00,747.8833333333331
2016-01-14 14:00:00,747.7999999999998
2016-01-14 14:10:00,747.733333333333
2016-01-14 14:20:00,747.6666666666669
2016-01-14 14:30:00,747.6
2016-01-14 14:40:00,747.533333333333
2016-01-14 14:50:00,747.466666666667
2016-01-14 15:00:00,747.4
2016-01-14 15:10:00,747.4333333333329
2016-01-14 15:20:00,747.466666666667
2016-01-14 15:30:00,747.5
2016-01-14 15:40:00,747.533333333333
2016-01-14 15:50:00,747.5666666666668
2016-01-14 16:00:00,747.6
2016-01-14 16:10:00,747.65
2016-01-14 16:20:00,747.7
2016-01-14 16:30:00,747.75
2016-01-14 16:40:00,747.7999999999998
2016-01-14 16:50:00,747.85
2016-01-14 17:00:00,747.9
2016-01-14 17:10:00,747.9333333333329
2016-01-14 17:20:00,747.966666666667
2016-01-14 17:30:00,748.0
2016-01-14 17:40:00,748.033333333333
2016-01-14 17:50:00,748.0666666666668
2016-01-14 18:00:00,748.1
2016-01-14 18:10:00,748.1666666666669
2016-01-14 18:20:00,748.233333333333
2016-01-14 18:30:00,748.2999999999998
2016-01-14 18:40:00,748.366666666667
2016-01-14 18:50:00,748.4333333333329
2016-01-14 19:00:00,748.5
2016-01-14 19:10:00,748.5499999999998
2016-01-14 19:20:00,748.6
2016-01-14 19:30:00,748.65
2016-01-14 19:40:00,748.7
2016-01-14 19:50:00,748.75
2016-01-14 20:00:00,748.7999999999998
2016-01-14 20:10:00,748.85
2016-01-14 20:20:00,748.9
2016-01-14 20:30:00,748.95
2016-01-14 20:40:00,749.0
2016-01-14 20:50:00,749.0499999999998
2016-01-14 21:00:00,749.1
2016-01-14 21:10:00,749.1666666666669
2016-01-14 21:20:00,749.233333333333
2016-01-14 21:30:00,749.2999999999998
2016-01-14 21:40:00,749.366666666667
2016-01-14 21:50:00,749.4333333333329
2016-01-14 22:00:00,749.5
2016-01-14 22:10:00,749.516666666667
2016-01-14 22:20:00,749.533333333333
2016-01-14 22:30:00,749.5499999999998
2016-01-14 22:40:00,749.5666666666668
2016-01-14 22:50:00,749.5833333333329
2016-01-14 23:00:00,749.6
2016-01-14 23:10:00,749.5499999999998
2016-01-14 23:20:00,749.5
2016-01-14 23:30:00,749.45
2016-01-14 23:40:00,749.4
2016-01-14 23:50:00,749.35
2016-01-15 00:00:00,749.2999999999998
2016-01-15 00:10:00,749.283333333333
2016-01-15 00:20:00,749.266666666667
2016-01-15 00:30:00,749.25
2016-01-15 00:40:00,749.233333333333
2016-01-15 00:50:00,749.216666666667
2016-01-15 01:00:00,749.2
2016-01-15 01:10:00,749.233333333333
2016-01-15 01:20:00,749.266666666667
2016-01-15 01:30:00,749.2999999999998
2016-01-15 01:40:00,749.3333333333329
2016-01-15 01:50:00,749.366666666667
2016-01-15 02:00:00,749.4
2016-01-15 02:10:00,749.516666666667
2016-01-15 02:20:00,749.6333333333331
2016-01-15 02:30:00,749.75
2016-01-15 02:40:00,749.866666666667
2016-01-15 02:50:00,749.983333333333
2016-01-15 03:00:00,750.1
2016-01-15 03:10:00,750.216666666667
2016-01-15 03:20:00,750.3333333333329
2016-01-15 03:30:00,750.45
2016-01-15 03:40:00,750.5666666666668
2016-01-15 03:50:00,750.6833333333329
2016-01-15 04:00:00,750.7999999999998
2016-01-15 04:10:00,750.8833333333331
2016-01-15 04:20:00,750.966666666667
2016-01-15 04:30:00,751.0499999999998
2016-01-15 04:40:00,751.1333333333331
2016-01-15 04:50:00,751.216666666667
2016-01-15 05:00:00,751.2999999999998
2016-01-15 05:10:00,751.3833333333331
2016-01-15 05:20:00,751.466666666667
2016-01-15 05:30:00,751.5499999999998
2016-01-15 05:40:00,751.6333333333331
2016-01-15 05:50:00,751.716666666667
2016-01-15 06:00:00,751.7999999999998
2016-01-15 06:10:00,751.8833333333331
2016-01-15 06:20:00,751.966666666667
2016-01-15 06:30:00,752.0499999999998
2016-01-15 06:40:00,752.1333333333331
2016-01-15 06:50:00,752.216666666667
2016-01-15 07:00:00,752.2999999999998
2016-01-15 07:10:00,752.3833333333331
2016-01-15 07:20:00,752.466666666667
2016-01-15 07:30:00,752.5499999999998
2016-01-15 07:40:00,752.6333333333331
2016-01-15 07:50:00,752.716666666667
2016-01-15 08:00:00,752.7999999999998
2016-01-15 08:10:00,752.866666666667
2016-01-15 08:20:00,752.9333333333329
2016-01-15 08:30:00,753.0
2016-01-15 08:40:00,753.0666666666668
2016-01-15 08:50:00,753.1333333333331
2016-01-15 09:00:00,753.2
2016-01-15 09:10:00,753.283333333333
2016-01-15 09:20:00,753.366666666667
2016-01-15 09:30:00,753.45
2016-01-15 09:40:00,753.533333333333
2016-01-15 09:50:00,753.616666666667
2016-01-15 10:00:00,753.7
2016-01-15 10:10:00,753.7999999999998
2016-01-15 10:20:00,753.9
2016-01-15 10:30:00,754.0
2016-01-15 10:40:00,754.1
2016-01-15 10:50:00,754.2
2016-01-15 11:00:00,754.2999999999998
2016-01-15 11:10:00,754.366666666667
2016-01-15 11:20:00,754.4333333333329
2016-01-15 11:30:00,754.5
2016-01-15 11:40:00,754.5666666666668
2016-01-15 11:50:00,754.6333333333331
2016-01-15 12:00:00,754.7
2016-01-15 12:10:00,754.75
2016-01-15 12:20:00,754.7999999999998
2016-01-15 12:30:00,754.85
2016-01-15 12:40:00,754.9
2016-01-15 12:50:00,754.95
2016-01-15 13:00:00,755.0
2016-01-15 13:10:00,755.0
2016-01-15 13:20:00,755.0
2016-01-15 13:30:00,755.0
2016-01-15 13:40:00,755.0
2016-01-15 13:50:00,755.0
2016-01-15 14:00:00,755.0
2016-01-15 14:10:00,755.0499999999998
2016-01-15 14:20:00,755.1
2016-01-15 14:30:00,755.15
2016-01-15 14:40:00,755.2
2016-01-15 14:50:00,755.25
2016-01-15 15:00:00,755.2999999999998
2016-01-15 15:10:00,755.45
2016-01-15 15:20:00,755.6
2016-01-15 15:30:00,755.75
2016-01-15 15:40:00,755.9
2016-01-15 15:50:00,756.0499999999998
2016-01-15 16:00:00,756.2
2016-01-15 16:10:00,756.266666666667
2016-01-15 16:20:00,756.3333333333329
2016-01-15 16:30:00,756.4
2016-01-15 16:40:00,756.466666666667
2016-01-15 16:50:00,756.533333333333
2016-01-15 17:00:00,756.6
2016-01-15 17:10:00,756.716666666667
2016-01-15 17:20:00,756.8333333333329
2016-01-15 17:30:00,756.95
2016-01-15 17:40:00,757.0666666666668
2016-01-15 17:50:00,757.1833333333329
2016-01-15 18:00:00,757.2999999999998
2016-01-15 18:10:00,757.4166666666669
2016-01-15 18:20:00,757.533333333333
2016-01-15 18:30:00,757.65
2016-01-15 18:40:00,757.766666666667
2016-01-15 18:50:00,757.8833333333331
2016-01-15 19:00:00,758.0
2016-01-15 19:10:00,758.1333333333331
2016-01-15 19:20:00,758.266666666667
2016-01-15 19:30:00,758.4
2016-01-15 19:40:00,758.533333333333
2016-01-15 19:50:00,758.6666666666669
2016-01-15 20:00:00,758.7999999999998
2016-01-15 20:10:00,758.8833333333331
2016-01-15 20:20:00,758.966666666667
2016-01-15 20:30:00,759.0499999999998
2016-01-15 20:40:00,759.1333333333331
2016-01-15 20:50:00,759.216666666667
2016-01-15 21:00:00,759.2999999999998
2016-01-15 21:10:00,759.4166666666669
2016-01-15 21:20:00,759.533333333333
2016-01-15 21:30:00,759.65
2016-01-15 21:40:00,759.766666666667
2016-01-15 21:50:00,759.8833333333331
2016-01-15 22:00:00,760.0
2016-01-15 22:10:00,760.1
2016-01-15 22:20:00,760.2
2016-01-15 22:30:00,760.2999999999998
2016-01-15 22:40:00,760.4
2016-01-15 22:50:00,760.5
2016-01-15 23:00:00,760.6
2016-01-15 23:10:00,760.6833333333329
2016-01-15 23:20:00,760.766666666667
2016-01-15 23:30:00,760.85
2016-01-15 23:40:00,760.9333333333329
2016-01-15 23:50:00,761.016666666667
2016-01-16 00:00:00,761.1
2016-01-16 00:10:00,761.158333333333
2016-01-16 00:20:00,761.216666666667
2016-01-16 00:30:00,761.275
2016-01-16 00:40:00,761.3333333333329
2016-01-16 00:50:00,761.391666666667
2016-01-16 01:00:00,761.45
2016-01-16 01:10:00,761.5083333333331
2016-01-16 01:20:00,761.5666666666668
2016-01-16 01:30:00,761.625
2016-01-16 01:40:00,761.6833333333329
2016-01-16 01:50:00,761.741666666667
2016-01-16 02:00:00,761.7999999999998
2016-01-16 02:10:00,761.866666666667
2016-01-16 02:20:00,761.9333333333329
2016-01-16 02:30:00,762.0
2016-01-16 02:40:00,762.0666666666668
2016-01-16 02:50:00,762.1333333333331
2016-01-16 03:00:00,762.2
2016-01-16 03:10:00,762.216666666667
2016-01-16 03:20:00,762.233333333333
2016-01-16 03:30:00,762.25
2016-01-16 03:40:00,762.266666666667
2016-01-16 03:50:00,762.283333333333
2016-01-16 04:00:00,762.2999999999998
2016-01-16 04:10:00,762.35
2016-01-16 04:20:00,762.4
2016-01-16 04:30:00,762.45
2016-01-16 04:40:00,762.5
2016-01-16 04:50:00,762.5499999999998
2016-01-16 05:00:00,762.6
2016-01-16 05:10:00,762.5499999999998
2016-01-16 05:20:00,762.5
2016-01-16 05:30:00,762.45
2016-01-16 05:40:00,762.4
2016-01-16 05:50:00,762.35
2016-01-16 06:00:00,762.2999999999998
2016-01-16 06:10:00,762.3166666666668
2016-01-16 06:20:00,762.3333333333329
2016-01-16 06:30:00,762.35
2016-01-16 06:40:00,762.366666666667
2016-01-16 06:50:00,762.3833333333331
2016-01-16 07:00:00,762.4
2016-01-16 07:10:00,762.4166666666669
2016-01-16 07:20:00,762.4333333333329
2016-01-16 07:30:00,762.45
2016-01-16 07:40:00,762.466666666667
2016-01-16 07:50:00,762.483333333333
2016-01-16 08:00:00,762.5
2016-01-16 08:10:00,762.5499999999998
2016-01-16 08:20:00,762.6
2016-01-16 08:30:00,762.65
2016-01-16 08:40:00,762.7
2016-01-16 08:50:00,762.75
2016-01-16 09:00:00,762.7999999999998
2016-01-16 09:10:00,762.8833333333331
2016-01-16 09:20:00,762.966666666667
2016-01-16 09:30:00,763.0499999999998
2016-01-16 09:40:00,763.1333333333331
2016-01-16 09:50:00,763.216666666667
2016-01-16 10:00:00,763.2999999999998
2016-01-16 10:10:00,763.3166666666668
2016-01-16 10:20:00,763.3333333333329
2016-01-16 10:30:00,763.35
2016-01-16 10:40:00,763.366666666667
2016-01-16 10:50:00,763.3833333333331
2016-01-16 11:00:00,763.4
2016-01-16 11:10:00,763.483333333333
2016-01-16 11:20:00,763.5666666666668
2016-01-16 11:30:00,763.65
2016-01-16 11:40:00,763.733333333333
2016-01-16 11:50:00,763.8166666666668
2016-01-16 12:00:00,763.9
2016-01-16 12:10:00,763.866666666667
2016-01-16 12:20:00,763.8333333333329
2016-01-16 12:30:00,763.7999999999998
2016-01-16 12:40:00,763.766666666667
2016-01-16 12:50:00,763.733333333333
2016-01-16 13:00:00,763.7
2016-01-16 13:10:00,763.7
2016-01-16 13:20:00,763.7
2016-01-16 13:30:00,763.7
2016-01-16 13:40:00,763.7
2016-01-16 13:50:00,763.7
2016-01-16 14:00:00,763.7
2016-01-16 14:10:00,763.7
2016-01-16 14:20:00,763.7
2016-01-16 14:30:00,763.7
2016-01-16 14:40:00,763.7
2016-01-16 14:50:00,763.7
2016-01-16 15:00:00,763.7
2016-01-16 15:10:00,763.8833333333331
2016-01-16 15:20:00,764.0666666666668
2016-01-16 15:30:00,764.25
2016-01-16 15:40:00,764.4333333333329
2016-01-16 15:50:00,764.616666666667
2016-01-16 16:00:00,764.7999999999998
2016-01-16 16:10:00,764.733333333333
2016-01-16 16:20:00,764.6666666666669
2016-01-16 16:30:00,764.6
2016-01-16 16:40:00,764.533333333333
2016-01-16 16:50:00,764.466666666667
2016-01-16 17:00:00,764.4
2016-01-16 17:10:00,764.45
2016-01-16 17:20:00,764.5
2016-01-16 17:30:00,764.5499999999998
2016-01-16 17:40:00,764.6
2016-01-16 17:50:00,764.65
2016-01-16 18:00:00,764.7
2016-01-16 18:10:00,764.766666666667
2016-01-16 18:20:00,764.8333333333329
2016-01-16 18:30:00,764.9
