date,Tdewpoint
2016-01-12 04:30:00,3.7
2016-01-12 04:40:00,3.6666666666666705
2016-01-12 04:50:00,3.6333333333333298
2016-01-12 05:00:00,3.6
2016-01-12 05:10:00,3.6833333333333296
2016-01-12 05:20:00,3.7666666666666706
2016-01-12 05:30:00,3.85
2016-01-12 05:40:00,3.9333333333333296
2016-01-12 05:50:00,4.01666666666667
2016-01-12 06:00:00,4.1
2016-01-12 06:10:00,4.1
2016-01-12 06:20:00,4.1
2016-01-12 06:30:00,4.1
2016-01-12 06:40:00,4.1
2016-01-12 06:50:00,4.1
2016-01-12 07:00:00,4.1
2016-01-12 07:10:00,4.05
2016-01-12 07:20:00,4.0
2016-01-12 07:30:00,3.95
2016-01-12 07:40:00,3.9
2016-01-12 07:50:00,3.85
2016-01-12 08:00:00,3.8
2016-01-12 08:10:00,3.7333333333333294
2016-01-12 08:20:00,3.6666666666666705
2016-01-12 08:30:00,3.6
2016-01-12 08:40:00,3.53333333333333
2016-01-12 08:50:00,3.4666666666666694
2016-01-12 09:00:00,3.4
2016-01-12 09:10:00,3.4833333333333294
2016-01-12 09:20:00,3.56666666666667
2016-01-12 09:30:00,3.65
2016-01-12 09:40:00,3.7333333333333294
2016-01-12 09:50:00,3.8166666666666704
2016-01-12 10:00:00,3.9
2016-01-12 10:10:00,3.95
2016-01-12 10:20:00,4.0
2016-01-12 10:30:00,4.05
2016-01-12 10:40:00,4.1
2016-01-12 10:50:00,4.15
2016-01-12 11:00:00,4.2
2016-01-12 11:10:00,4.16666666666667
2016-01-12 11:20:00,4.133333333333329
2016-01-12 11:30:00,4.1
2016-01-12 11:40:00,4.06666666666667
2016-01-12 11:50:00,4.03333333333333
2016-01-12 12:00:00,4.0
2016-01-12 12:10:00,4.01666666666667
2016-01-12 12:20:00,4.03333333333333
2016-01-12 12:30:00,4.05
2016-01-12 12:40:00,4.06666666666667
2016-01-12 12:50:00,4.0833333333333295
2016-01-12 13:00:00,4.1
2016-01-12 13:10:00,4.06666666666667
2016-01-12 13:20:00,4.03333333333333
2016-01-12 13:30:00,4.0
2016-01-12 13:40:00,3.9666666666666694
2016-01-12 13:50:00,3.9333333333333296
2016-01-12 14:00:00,3.9
2016-01-12 14:10:00,3.7333333333333294
2016-01-12 14:20:00,3.56666666666667
2016-01-12 14:30:00,3.4
2016-01-12 14:40:00,3.2333333333333294
2016-01-12 14:50:00,3.06666666666667
2016-01-12 15:00:00,2.9
2016-01-12 15:10:00,3.0
2016-01-12 15:20:00,3.1
2016-01-12 15:30:00,3.2
2016-01-12 15:40:00,3.3
2016-01-12 15:50:00,3.4
2016-01-12 16:00:00,3.5
2016-01-12 16:10:00,3.3
2016-01-12 16:20:00,3.1
2016-01-12 16:30:00,2.9
2016-01-12 16:40:00,2.7
2016-01-12 16:50:00,2.5
2016-01-12 17:00:00,2.3
2016-01-12 17:10:00,2.43333333333333
2016-01-12 17:20:00,2.56666666666667
2016-01-12 17:30:00,2.7
2016-01-12 17:40:00,2.8333333333333295
2016-01-12 17:50:00,2.9666666666666694
2016-01-12 18:00:00,3.1
2016-01-12 18:10:00,3.15
2016-01-12 18:20:00,3.2
2016-01-12 18:30:00,3.25
2016-01-12 18:40:00,3.3
2016-01-12 18:50:00,3.35
2016-01-12 19:00:00,3.4
2016-01-12 19:10:00,3.4
2016-01-12 19:20:00,3.4
2016-01-12 19:30:00,3.4
2016-01-12 19:40:00,3.4
2016-01-12 19:50:00,3.4
2016-01-12 20:00:00,3.4
2016-01-12 20:10:00,3.4
2016-01-12 20:20:00,3.4
2016-01-12 20:30:00,3.4
2016-01-12 20:40:00,3.4
2016-01-12 20:50:00,3.4
2016-01-12 21:00:00,3.4
2016-01-12 21:10:00,3.41666666666667
2016-01-12 21:20:00,3.43333333333333
2016-01-12 21:30:00,3.45
2016-01-12 21:40:00,3.4666666666666694
2016-01-12 21:50:00,3.4833333333333294
2016-01-12 22:00:00,3.5
2016-01-12 22:10:00,3.4
2016-01-12 22:20:00,3.3
2016-01-12 22:30:00,3.2
2016-01-12 22:40:00,3.1
2016-01-12 22:50:00,3.0
2016-01-12 23:00:00,2.9
2016-01-12 23:10:00,2.86666666666667
2016-01-12 23:20:00,2.8333333333333295
2016-01-12 23:30:00,2.8
2016-01-12 23:40:00,2.7666666666666706
2016-01-12 23:50:00,2.7333333333333294
2016-01-13 00:00:00,2.7
2016-01-13 00:10:00,2.8333333333333295
2016-01-13 00:20:00,2.9666666666666694
2016-01-13 00:30:00,3.1
2016-01-13 00:40:00,3.2333333333333294
2016-01-13 00:50:00,3.36666666666667
2016-01-13 01:00:00,3.5
2016-01-13 01:10:00,3.56666666666667
2016-01-13 01:20:00,3.6333333333333298
2016-01-13 01:30:00,3.7
2016-01-13 01:40:00,3.7666666666666706
2016-01-13 01:50:00,3.8333333333333295
2016-01-13 02:00:00,3.9
2016-01-13 02:10:00,3.8833333333333298
2016-01-13 02:20:00,3.86666666666667
2016-01-13 02:30:00,3.85
2016-01-13 02:40:00,3.8333333333333295
2016-01-13 02:50:00,3.8166666666666704
2016-01-13 03:00:00,3.8
2016-01-13 03:10:00,3.7833333333333297
2016-01-13 03:20:00,3.7666666666666706
2016-01-13 03:30:00,3.75
2016-01-13 03:40:00,3.7333333333333294
2016-01-13 03:50:00,3.7166666666666694
2016-01-13 04:00:00,3.7
2016-01-13 04:10:00,3.6833333333333296
2016-01-13 04:20:00,3.6666666666666705
2016-01-13 04:30:00,3.65
2016-01-13 04:40:00,3.6333333333333298
2016-01-13 04:50:00,3.61666666666667
2016-01-13 05:00:00,3.6
2016-01-13 05:10:00,3.56666666666667
2016-01-13 05:20:00,3.53333333333333
2016-01-13 05:30:00,3.5
2016-01-13 05:40:00,3.4666666666666694
2016-01-13 05:50:00,3.43333333333333
2016-01-13 06:00:00,3.4
2016-01-13 06:10:00,3.4
2016-01-13 06:20:00,3.4
2016-01-13 06:30:00,3.4
2016-01-13 06:40:00,3.4
2016-01-13 06:50:00,3.4
2016-01-13 07:00:00,3.4
2016-01-13 07:10:00,3.4
2016-01-13 07:20:00,3.4
2016-01-13 07:30:00,3.4
2016-01-13 07:40:00,3.4
2016-01-13 07:50:00,3.4
2016-01-13 08:00:00,3.4
2016-01-13 08:10:00,3.36666666666667
2016-01-13 08:20:00,3.3333333333333295
2016-01-13 08:30:00,3.3
2016-01-13 08:40:00,3.2666666666666706
2016-01-13 08:50:00,3.2333333333333294
2016-01-13 09:00:00,3.2
2016-01-13 09:10:00,3.18333333333333
2016-01-13 09:20:00,3.16666666666667
2016-01-13 09:30:00,3.15
2016-01-13 09:40:00,3.13333333333333
2016-01-13 09:50:00,3.11666666666667
2016-01-13 10:00:00,3.1
2016-01-13 10:10:00,2.9833333333333294
2016-01-13 10:20:00,2.86666666666667
2016-01-13 10:30:00,2.75
2016-01-13 10:40:00,2.63333333333333
2016-01-13 10:50:00,2.5166666666666706
2016-01-13 11:00:00,2.4
2016-01-13 11:10:00,2.35
2016-01-13 11:20:00,2.3
2016-01-13 11:30:00,2.25
2016-01-13 11:40:00,2.2
2016-01-13 11:50:00,2.15
2016-01-13 12:00:00,2.1
2016-01-13 12:10:00,2.06666666666667
2016-01-13 12:20:00,2.03333333333333
2016-01-13 12:30:00,2.0
2016-01-13 12:40:00,1.9666666666666697
2016-01-13 12:50:00,1.93333333333333
2016-01-13 13:00:00,1.9
2016-01-13 13:10:00,1.9
2016-01-13 13:20:00,1.9
2016-01-13 13:30:00,1.9
2016-01-13 13:40:00,1.9
2016-01-13 13:50:00,1.9
2016-01-13 14:00:00,1.9
2016-01-13 14:10:00,1.75
2016-01-13 14:20:00,1.6
2016-01-13 14:30:00,1.45
2016-01-13 14:40:00,1.3
2016-01-13 14:50:00,1.15
2016-01-13 15:00:00,1.0
2016-01-13 15:10:00,0.8166666666666669
2016-01-13 15:20:00,0.633333333333333
2016-01-13 15:30:00,0.45
2016-01-13 15:40:00,0.266666666666667
2016-01-13 15:50:00,0.0833333333333333
2016-01-13 16:00:00,-0.1
2016-01-13 16:10:00,-0.0666666666666667
2016-01-13 16:20:00,-0.0333333333333333
2016-01-13 16:30:00,0.0
2016-01-13 16:40:00,0.0333333333333333
2016-01-13 16:50:00,0.0666666666666667
2016-01-13 17:00:00,0.1
2016-01-13 17:10:00,0.0833333333333333
2016-01-13 17:20:00,0.0666666666666667
2016-01-13 17:30:00,0.05
2016-01-13 17:40:00,0.0333333333333333
2016-01-13 17:50:00,0.0166666666666667
2016-01-13 18:00:00,0.0
2016-01-13 18:10:00,0.166666666666667
2016-01-13 18:20:00,0.333333333333333
2016-01-13 18:30:00,0.5
2016-01-13 18:40:00,0.666666666666667
2016-01-13 18:50:00,0.8333333333333329
2016-01-13 19:00:00,1.0
2016-01-13 19:10:00,1.06666666666667
2016-01-13 19:20:00,1.13333333333333
2016-01-13 19:30:00,1.2
2016-01-13 19:40:00,1.26666666666667
2016-01-13 19:50:00,1.33333333333333
2016-01-13 20:00:00,1.4
2016-01-13 20:10:00,1.4
2016-01-13 20:20:00,1.4
2016-01-13 20:30:00,1.4
2016-01-13 20:40:00,1.4
2016-01-13 20:50:00,1.4
2016-01-13 21:00:00,1.4
2016-01-13 21:10:00,1.31666666666667
2016-01-13 21:20:00,1.23333333333333
2016-01-13 21:30:00,1.15
2016-01-13 21:40:00,1.06666666666667
2016-01-13 21:50:00,0.9833333333333328
2016-01-13 22:00:00,0.9
2016-01-13 22:10:00,0.9166666666666669
2016-01-13 22:20:00,0.933333333333333
2016-01-13 22:30:00,0.95
2016-01-13 22:40:00,0.966666666666667
2016-01-13 22:50:00,0.9833333333333328
2016-01-13 23:00:00,1.0
2016-01-13 23:10:00,1.03333333333333
2016-01-13 23:20:00,1.06666666666667
2016-01-13 23:30:00,1.1
2016-01-13 23:40:00,1.13333333333333
2016-01-13 23:50:00,1.16666666666667
2016-01-14 00:00:00,1.2
2016-01-14 00:10:00,1.23333333333333
2016-01-14 00:20:00,1.26666666666667
2016-01-14 00:30:00,1.3
2016-01-14 00:40:00,1.33333333333333
2016-01-14 00:50:00,1.36666666666667
2016-01-14 01:00:00,1.4
2016-01-14 01:10:00,1.45
2016-01-14 01:20:00,1.5
2016-01-14 01:30:00,1.55
2016-01-14 01:40:00,1.6
2016-01-14 01:50:00,1.65
2016-01-14 02:00:00,1.7
2016-01-14 02:10:00,1.68333333333333
2016-01-14 02:20:00,1.66666666666667
2016-01-14 02:30:00,1.65
2016-01-14 02:40:00,1.63333333333333
2016-01-14 02:50:00,1.61666666666667
2016-01-14 03:00:00,1.6
2016-01-14 03:10:00,1.63333333333333
2016-01-14 03:20:00,1.66666666666667
2016-01-14 03:30:00,1.7
2016-01-14 03:40:00,1.73333333333333
2016-01-14 03:50:00,1.76666666666667
2016-01-14 04:00:00,1.8
2016-01-14 04:10:00,1.8
2016-01-14 04:20:00,1.8
2016-01-14 04:30:00,1.8
2016-01-14 04:40:00,1.8
2016-01-14 04:50:00,1.8
2016-01-14 05:00:00,1.8
2016-01-14 05:10:00,1.81666666666667
2016-01-14 05:20:00,1.8333333333333297
2016-01-14 05:30:00,1.85
2016-01-14 05:40:00,1.86666666666667
2016-01-14 05:50:00,1.88333333333333
2016-01-14 06:00:00,1.9
2016-01-14 06:10:00,1.98333333333333
2016-01-14 06:20:00,2.06666666666667
2016-01-14 06:30:00,2.15
2016-01-14 06:40:00,2.2333333333333294
2016-01-14 06:50:00,2.31666666666667
2016-01-14 07:00:00,2.4
2016-01-14 07:10:00,2.41666666666667
2016-01-14 07:20:00,2.43333333333333
2016-01-14 07:30:00,2.45
2016-01-14 07:40:00,2.4666666666666694
2016-01-14 07:50:00,2.4833333333333294
2016-01-14 08:00:00,2.5
2016-01-14 08:10:00,2.25
2016-01-14 08:20:00,2.0
2016-01-14 08:30:00,1.75
2016-01-14 08:40:00,1.5
2016-01-14 08:50:00,1.25
2016-01-14 09:00:00,1.0
2016-01-14 09:10:00,1.03333333333333
2016-01-14 09:20:00,1.06666666666667
2016-01-14 09:30:00,1.1
2016-01-14 09:40:00,1.13333333333333
2016-01-14 09:50:00,1.16666666666667
2016-01-14 10:00:00,1.2
2016-01-14 10:10:00,1.21666666666667
2016-01-14 10:20:00,1.23333333333333
2016-01-14 10:30:00,1.25
2016-01-14 10:40:00,1.26666666666667
2016-01-14 10:50:00,1.28333333333333
2016-01-14 11:00:00,1.3
2016-01-14 11:10:00,1.36666666666667
2016-01-14 11:20:00,1.43333333333333
2016-01-14 11:30:00,1.5
2016-01-14 11:40:00,1.56666666666667
2016-01-14 11:50:00,1.63333333333333
2016-01-14 12:00:00,1.7
2016-01-14 12:10:00,1.81666666666667
2016-01-14 12:20:00,1.93333333333333
2016-01-14 12:30:00,2.05
2016-01-14 12:40:00,2.16666666666667
2016-01-14 12:50:00,2.28333333333333
2016-01-14 13:00:00,2.4
2016-01-14 13:10:00,2.41666666666667
2016-01-14 13:20:00,2.43333333333333
2016-01-14 13:30:00,2.45
2016-01-14 13:40:00,2.4666666666666694
2016-01-14 13:50:00,2.4833333333333294
2016-01-14 14:00:00,2.5
2016-01-14 14:10:00,2.5833333333333295
2016-01-14 14:20:00,2.66666666666667
2016-01-14 14:30:00,2.75
2016-01-14 14:40:00,2.8333333333333295
2016-01-14 14:50:00,2.91666666666667
2016-01-14 15:00:00,3.0
2016-01-14 15:10:00,2.8333333333333295
2016-01-14 15:20:00,2.66666666666667
2016-01-14 15:30:00,2.5
2016-01-14 15:40:00,2.3333333333333295
2016-01-14 15:50:00,2.16666666666667
2016-01-14 16:00:00,2.0
2016-01-14 16:10:00,1.78333333333333
2016-01-14 16:20:00,1.56666666666667
2016-01-14 16:30:00,1.35
2016-01-14 16:40:00,1.13333333333333
2016-01-14 16:50:00,0.9166666666666669
2016-01-14 17:00:00,0.7
2016-01-14 17:10:00,0.683333333333333
2016-01-14 17:20:00,0.666666666666667
2016-01-14 17:30:00,0.65
2016-01-14 17:40:00,0.633333333333333
2016-01-14 17:50:00,0.616666666666667
2016-01-14 18:00:00,0.6
2016-01-14 18:10:00,0.55
2016-01-14 18:20:00,0.5
2016-01-14 18:30:00,0.45
2016-01-14 18:40:00,0.4
2016-01-14 18:50:00,0.35
2016-01-14 19:00:00,0.3
2016-01-14 19:10:00,0.46666666666666706
2016-01-14 19:20:00,0.633333333333333
2016-01-14 19:30:00,0.8
2016-01-14 19:40:00,0.966666666666667
2016-01-14 19:50:00,1.13333333333333
2016-01-14 20:00:00,1.3
2016-01-14 20:10:00,0.9166666666666669
2016-01-14 20:20:00,0.533333333333333
2016-01-14 20:30:00,0.15
2016-01-14 20:40:00,-0.233333333333333
2016-01-14 20:50:00,-0.616666666666666
2016-01-14 21:00:00,-1.0
2016-01-14 21:10:00,-1.08333333333333
2016-01-14 21:20:00,-1.16666666666667
2016-01-14 21:30:00,-1.25
2016-01-14 21:40:00,-1.33333333333333
2016-01-14 21:50:00,-1.41666666666667
2016-01-14 22:00:00,-1.5
2016-01-14 22:10:00,-1.2
2016-01-14 22:20:00,-0.9
2016-01-14 22:30:00,-0.6
2016-01-14 22:40:00,-0.3
2016-01-14 22:50:00,0.0
2016-01-14 23:00:00,0.3
2016-01-14 23:10:00,0.25
2016-01-14 23:20:00,0.2
2016-01-14 23:30:00,0.15
2016-01-14 23:40:00,0.1
2016-01-14 23:50:00,0.05
2016-01-15 00:00:00,0.0
2016-01-15 00:10:00,0.0
2016-01-15 00:20:00,0.0
2016-01-15 00:30:00,0.0
2016-01-15 00:40:00,0.0
2016-01-15 00:50:00,0.0
2016-01-15 01:00:00,0.0
2016-01-15 01:10:00,0.0333333333333333
2016-01-15 01:20:00,0.0666666666666667
2016-01-15 01:30:00,0.1
2016-01-15 01:40:00,0.133333333333333
2016-01-15 01:50:00,0.166666666666667
2016-01-15 02:00:00,0.2
2016-01-15 02:10:00,0.2
2016-01-15 02:20:00,0.2
2016-01-15 02:30:00,0.2
2016-01-15 02:40:00,0.2
2016-01-15 02:50:00,0.2
2016-01-15 03:00:00,0.2
2016-01-15 03:10:00,0.166666666666667
2016-01-15 03:20:00,0.133333333333333
2016-01-15 03:30:00,0.1
2016-01-15 03:40:00,0.0666666666666667
2016-01-15 03:50:00,0.0333333333333333
2016-01-15 04:00:00,0.0
2016-01-15 04:10:00,-0.15
2016-01-15 04:20:00,-0.3
2016-01-15 04:30:00,-0.45
2016-01-15 04:40:00,-0.6
2016-01-15 04:50:00,-0.75
2016-01-15 05:00:00,-0.9
2016-01-15 05:10:00,-0.9833333333333328
2016-01-15 05:20:00,-1.06666666666667
2016-01-15 05:30:00,-1.15
2016-01-15 05:40:00,-1.23333333333333
2016-01-15 05:50:00,-1.31666666666667
2016-01-15 06:00:00,-1.4
2016-01-15 06:10:00,-1.26666666666667
2016-01-15 06:20:00,-1.13333333333333
2016-01-15 06:30:00,-1.0
2016-01-15 06:40:00,-0.866666666666667
2016-01-15 06:50:00,-0.733333333333333
2016-01-15 07:00:00,-0.6
2016-01-15 07:10:00,-0.55
2016-01-15 07:20:00,-0.5
2016-01-15 07:30:00,-0.45
2016-01-15 07:40:00,-0.4
2016-01-15 07:50:00,-0.35
2016-01-15 08:00:00,-0.3
2016-01-15 08:10:00,-0.25
2016-01-15 08:20:00,-0.2
2016-01-15 08:30:00,-0.15
2016-01-15 08:40:00,-0.1
2016-01-15 08:50:00,-0.05
2016-01-15 09:00:00,0.0
2016-01-15 09:10:00,0.05
2016-01-15 09:20:00,0.1
2016-01-15 09:30:00,0.15
2016-01-15 09:40:00,0.2
2016-01-15 09:50:00,0.25
2016-01-15 10:00:00,0.3
2016-01-15 10:10:00,0.43333333333333296
2016-01-15 10:20:00,0.566666666666667
2016-01-15 10:30:00,0.7
2016-01-15 10:40:00,0.8333333333333329
2016-01-15 10:50:00,0.966666666666667
2016-01-15 11:00:00,1.1
2016-01-15 11:10:00,1.21666666666667
2016-01-15 11:20:00,1.33333333333333
2016-01-15 11:30:00,1.45
2016-01-15 11:40:00,1.56666666666667
2016-01-15 11:50:00,1.68333333333333
2016-01-15 12:00:00,1.8
2016-01-15 12:10:00,1.81666666666667
2016-01-15 12:20:00,1.8333333333333297
2016-01-15 12:30:00,1.85
2016-01-15 12:40:00,1.86666666666667
2016-01-15 12:50:00,1.88333333333333
2016-01-15 13:00:00,1.9
2016-01-15 13:10:00,1.93333333333333
2016-01-15 13:20:00,1.9666666666666697
2016-01-15 13:30:00,2.0
2016-01-15 13:40:00,2.03333333333333
2016-01-15 13:50:00,2.06666666666667
2016-01-15 14:00:00,2.1
2016-01-15 14:10:00,2.0833333333333295
2016-01-15 14:20:00,2.06666666666667
2016-01-15 14:30:00,2.05
2016-01-15 14:40:00,2.03333333333333
2016-01-15 14:50:00,2.0166666666666706
2016-01-15 15:00:00,2.0
2016-01-15 15:10:00,1.85
2016-01-15 15:20:00,1.7
2016-01-15 15:30:00,1.55
2016-01-15 15:40:00,1.4
2016-01-15 15:50:00,1.25
2016-01-15 16:00:00,1.1
2016-01-15 16:10:00,1.13333333333333
2016-01-15 16:20:00,1.16666666666667
2016-01-15 16:30:00,1.2
2016-01-15 16:40:00,1.23333333333333
2016-01-15 16:50:00,1.26666666666667
2016-01-15 17:00:00,1.3
2016-01-15 17:10:00,1.4
2016-01-15 17:20:00,1.5
2016-01-15 17:30:00,1.6
2016-01-15 17:40:00,1.7
2016-01-15 17:50:00,1.8
2016-01-15 18:00:00,1.9
2016-01-15 18:10:00,1.8333333333333297
2016-01-15 18:20:00,1.76666666666667
2016-01-15 18:30:00,1.7
2016-01-15 18:40:00,1.63333333333333
2016-01-15 18:50:00,1.56666666666667
2016-01-15 19:00:00,1.5
2016-01-15 19:10:00,1.6
2016-01-15 19:20:00,1.7
2016-01-15 19:30:00,1.8
2016-01-15 19:40:00,1.9
2016-01-15 19:50:00,2.0
2016-01-15 20:00:00,2.1
2016-01-15 20:10:00,2.03333333333333
2016-01-15 20:20:00,1.9666666666666697
2016-01-15 20:30:00,1.9
2016-01-15 20:40:00,1.8333333333333297
2016-01-15 20:50:00,1.76666666666667
2016-01-15 21:00:00,1.7
2016-01-15 21:10:00,1.68333333333333
2016-01-15 21:20:00,1.66666666666667
2016-01-15 21:30:00,1.65
2016-01-15 21:40:00,1.63333333333333
2016-01-15 21:50:00,1.61666666666667
2016-01-15 22:00:00,1.6
2016-01-15 22:10:00,1.66666666666667
2016-01-15 22:20:00,1.73333333333333
2016-01-15 22:30:00,1.8
2016-01-15 22:40:00,1.86666666666667
2016-01-15 22:50:00,1.93333333333333
2016-01-15 23:00:00,2.0
2016-01-15 23:10:00,1.98333333333333
2016-01-15 23:20:00,1.9666666666666697
2016-01-15 23:30:00,1.95
2016-01-15 23:40:00,1.93333333333333
2016-01-15 23:50:00,1.91666666666667
2016-01-16 00:00:00,1.9
2016-01-16 00:10:00,1.85833333333333
2016-01-16 00:20:00,1.81666666666667
2016-01-16 00:30:00,1.775
2016-01-16 00:40:00,1.73333333333333
2016-01-16 00:50:00,1.69166666666667
2016-01-16 01:00:00,1.65
2016-01-16 01:10:00,1.60833333333333
2016-01-16 01:20:00,1.56666666666667
2016-01-16 01:30:00,1.525
2016-01-16 01:40:00,1.48333333333333
2016-01-16 01:50:00,1.44166666666667
2016-01-16 02:00:00,1.4
2016-01-16 02:10:00,1.3
2016-01-16 02:20:00,1.2
2016-01-16 02:30:00,1.1
2016-01-16 02:40:00,1.0
2016-01-16 02:50:00,0.9
2016-01-16 03:00:00,0.8
2016-01-16 03:10:00,0.7
2016-01-16 03:20:00,0.6
2016-01-16 03:30:00,0.5
2016-01-16 03:40:00,0.4
2016-01-16 03:50:00,0.3
2016-01-16 04:00:00,0.2
2016-01-16 04:10:00,0.166666666666667
2016-01-16 04:20:00,0.133333333333333
2016-01-16 04:30:00,0.1
2016-01-16 04:40:00,0.0666666666666667
2016-01-16 04:50:00,0.0333333333333333
2016-01-16 05:00:00,0.0
2016-01-16 05:10:00,-0.0166666666666667
2016-01-16 05:20:00,-0.0333333333333333
2016-01-16 05:30:00,-0.05
2016-01-16 05:40:00,-0.0666666666666667
2016-01-16 05:50:00,-0.0833333333333333
2016-01-16 06:00:00,-0.1
2016-01-16 06:10:00,-0.0166666666666667
2016-01-16 06:20:00,0.0666666666666667
2016-01-16 06:30:00,0.15
2016-01-16 06:40:00,0.233333333333333
2016-01-16 06:50:00,0.316666666666667
2016-01-16 07:00:00,0.4
2016-01-16 07:10:00,0.43333333333333296
2016-01-16 07:20:00,0.46666666666666706
2016-01-16 07:30:00,0.5
2016-01-16 07:40:00,0.533333333333333
2016-01-16 07:50:00,0.566666666666667
2016-01-16 08:00:00,0.6
2016-01-16 08:10:00,0.633333333333333
2016-01-16 08:20:00,0.666666666666667
2016-01-16 08:30:00,0.7
2016-01-16 08:40:00,0.733333333333333
2016-01-16 08:50:00,0.766666666666667
2016-01-16 09:00:00,0.8
2016-01-16 09:10:00,0.866666666666667
2016-01-16 09:20:00,0.933333333333333
2016-01-16 09:30:00,1.0
2016-01-16 09:40:00,1.06666666666667
2016-01-16 09:50:00,1.13333333333333
2016-01-16 10:00:00,1.2
2016-01-16 10:10:00,1.4
2016-01-16 10:20:00,1.6
2016-01-16 10:30:00,1.8
2016-01-16 10:40:00,2.0
2016-01-16 10:50:00,2.2
2016-01-16 11:00:00,2.4
2016-01-16 11:10:00,2.45
2016-01-16 11:20:00,2.5
2016-01-16 11:30:00,2.55
2016-01-16 11:40:00,2.6
2016-01-16 11:50:00,2.65
2016-01-16 12:00:00,2.7
2016-01-16 12:10:00,2.25
2016-01-16 12:20:00,1.8
2016-01-16 12:30:00,1.35
2016-01-16 12:40:00,0.9
2016-01-16 12:50:00,0.45
2016-01-16 13:00:00,0.0
2016-01-16 13:10:00,0.416666666666667
2016-01-16 13:20:00,0.8333333333333329
2016-01-16 13:30:00,1.25
2016-01-16 13:40:00,1.66666666666667
2016-01-16 13:50:00,2.0833333333333295
2016-01-16 14:00:00,2.5
2016-01-16 14:10:00,1.98333333333333
2016-01-16 14:20:00,1.46666666666667
2016-01-16 14:30:00,0.95
2016-01-16 14:40:00,0.433333333333334
2016-01-16 14:50:00,-0.08333333333333348
2016-01-16 15:00:00,-0.6
2016-01-16 15:10:00,-0.633333333333333
2016-01-16 15:20:00,-0.666666666666667
2016-01-16 15:30:00,-0.7
2016-01-16 15:40:00,-0.733333333333333
2016-01-16 15:50:00,-0.766666666666667
2016-01-16 16:00:00,-0.8
2016-01-16 16:10:00,-0.7
2016-01-16 16:20:00,-0.6
2016-01-16 16:30:00,-0.5
2016-01-16 16:40:00,-0.4
2016-01-16 16:50:00,-0.3
2016-01-16 17:00:00,-0.2
2016-01-16 17:10:00,-0.333333333333333
2016-01-16 17:20:00,-0.46666666666666706
2016-01-16 17:30:00,-0.6
2016-01-16 17:40:00,-0.733333333333333
2016-01-16 17:50:00,-0.866666666666667
2016-01-16 18:00:00,-1.0
2016-01-16 18:10:00,-0.8166666666666669
2016-01-16 18:20:00,-0.633333333333333
2016-01-16 18:30:00,-0.45
2016-01-16 18:40:00,-0.266666666666667
